llm	prompt_technique	test_id	weighted_score	response_time_ms	run_id	timestamp	difficulty	question	llm_call_success	strict_valid	strict_accuracy	format_valid	cube_correct	aggregate_correct	measure_correct	gamma_correct	sigma_correct	unknown_fields_count	missing_gamma_count	extra_gamma_count	missing_sigma_count	extra_sigma_count	wrong_sigma_value_count	prompt_chars	prompt_utf8_bytes	prompt_estimated_tokens	prompt_eval_count	eval_count	total_duration_ms	prompt_eval_duration_ms	eval_duration_ms	error_type	error_message
llama3.1:8b	rules_template	test3	50.00	9186	run_0203	2026-05-11 00:22:07	medium	For stores in California with state code CA, what was the average sales amount for each promotion media type in Q3 1997?	true	false	0.00	true	true	true	true	false	false	1	0	2	2	2	0	7282	7282	1821	1568	65	9181	940	8116		
llama3.1:8b	rules_template	test4	85.00	7053	run_0204	2026-05-11 00:22:16	medium	What is the total store cost by product family and store city for stores in the USA?	true	false	0.00	true	true	true	true	false	true	1	1	1	0	0	0	7246	7246	1812	1559	51	7047	725	6213		
llama3.1:8b	rules_template	test5	55.00	8021	run_0205	2026-05-11 00:22:23	medium	What are the total store sales of low-fat products by month in 1997?	true	false	0.00	true	true	true	true	false	false	0	1	2	1	0	0	7230	7230	1808	1558	58	8016	677	7228		
llama3.1:8b	rules_template	test6	70.00	9250	run_0206	2026-05-11 00:22:31	complex	How many units were sold by customer yearly income and gender for married customers with a Golden member card?	true	false	0.00	true	true	false	true	true	false	0	0	0	0	0	1	7272	7272	1818	1561	67	9245	789	8332		
llama3.1:8b	rules_template	test7	55.00	8329	run_0207	2026-05-11 00:22:40	complex	What is the average store sales amount by store type for stores that have both a coffee bar and a salad bar in 1998?	true	false	0.00	true	true	true	true	false	false	1	0	1	1	0	2	7278	7278	1820	1568	60	8323	934	7268		
llama3.1:8b	rules_template	test8	62.50	10390	run_0208	2026-05-11 00:22:49	complex	What are the total store sales by brand name and product subcategory for customers from Washington, USA, during the first quarter of 1997?	true	false	0.00	true	true	true	true	false	false	1	1	1	1	2	1	7300	7300	1825	1570	75	10384	945	9314		
llama3.1:8b	rules_template	test9	40.00	7547	run_0209	2026-05-11 00:22:59	complex	How much food was sold in each store by product department in January 1997?	true	false	0.00	true	true	true	true	false	false	1	2	3	2	2	0	7237	7237	1810	1558	55	7542	697	6734		
llama3.1:8b	rules_template	test10	100.00	4525	run_0210	2026-05-11 00:23:07	simple	What are the total store sales across the entire sales cube?	true	true	1.00	true	true	true	true	true	true	0	0	0	0	0	0	7222	7222	1806	1553	32	4520	574	3848		
llama3.1:8b	rules_generic_examples	test1	100.00	40060	run_0211	2026-05-11 00:23:11	simple	What are the total store sales by product category for the year 1997?	true	true	1.00	true	true	true	true	true	true	0	0	0	0	0	0	7049	7049	1763	1558	47	40055	34158	5791		
llama3.1:8b	rules_generic_examples	test2	85.00	8758	run_0212	2026-05-11 00:23:51	medium	How many units were sold by store state and quarter in 1998 for stores located in the USA?	true	false	0.00	true	true	true	true	false	true	0	1	1	0	0	0	7070	7070	1768	1563	59	8753	1391	7250		
llama3.1:8b	rules_generic_examples	test3	55.00	10608	run_0213	2026-05-11 00:24:00	medium	For stores in California with state code CA, what was the average sales amount for each promotion media type in Q3 1997?	true	false	0.00	true	true	true	true	false	false	0	0	1	2	3	0	7100	7100	1775	1569	73	10603	1508	8964		
llama3.1:8b	rules_generic_examples	test4	100.00	7865	run_0214	2026-05-11 00:24:10	medium	What is the total store cost by product family and store city for stores in the USA?	true	true	1.00	true	true	true	true	true	true	0	0	0	0	0	0	7064	7064	1766	1560	53	7860	1321	6429		
llama3.1:8b	rules_generic_examples	test5	55.00	8151	run_0215	2026-05-11 00:24:18	medium	What are the total store sales of low-fat products by month in 1997?	true	false	0.00	true	true	true	true	false	false	1	1	2	1	0	0	7048	7048	1762	1559	55	8145	1264	6774		
llama3.1:8b	rules_generic_examples	test6	70.00	9616	run_0216	2026-05-11 00:24:26	complex	How many units were sold by customer yearly income and gender for married customers with a Golden member card?	true	false	0.00	true	true	false	true	true	false	0	0	0	0	0	1	7090	7090	1773	1562	66	9611	1348	8144		
llama3.1:8b	rules_generic_examples	test7	70.00	9883	run_0217	2026-05-11 00:24:36	complex	What is the average store sales amount by store type for stores that have both a coffee bar and a salad bar in 1998?	true	false	0.00	true	true	true	true	true	false	0	0	0	2	0	1	7096	7096	1774	1569	66	9877	1510	8253		
llama3.1:8b	rules_generic_examples	test8	70.00	10296	run_0218	2026-05-11 00:24:46	complex	What are the total store sales by brand name and product subcategory for customers from Washington, USA, during the first quarter of 1997?	true	false	0.00	true	true	true	true	true	false	0	0	0	1	0	2	7118	7118	1780	1571	70	10291	1542	8629		
llama3.1:8b	rules_generic_examples	test9	70.00	8896	run_0219	2026-05-11 00:24:56	complex	How much food was sold in each store by product department in January 1997?	true	false	0.00	true	true	true	true	true	false	0	0	0	2	2	0	7055	7055	1764	1559	62	8890	1295	7479		
llama3.1:8b	rules_generic_examples	test10	100.00	5212	run_0220	2026-05-11 00:25:05	simple	What are the total store sales across the entire sales cube?	true	true	1.00	true	true	true	true	true	true	0	0	0	0	0	0	7040	7040	1760	1554	33	5206	1121	3989		
llama3.1:8b	step_by_step_methodology	test1	60.00	39758	run_0221	2026-05-11 00:25:10	simple	What are the total store sales by product category for the year 1997?	true	false	0.00	false	false	true	true	false	true	2	1	2	0	0	0	7241	7241	1811	1567	42	39752	34441	5207		
llama3.1:8b	step_by_step_methodology	test2	15.00	5919	run_0222	2026-05-11 00:25:50	medium	How many units were sold by store state and quarter in 1998 for stores located in the USA?	true	false	0.00	false	false	false	true	false	false	3	2	2	2	1	0	7262	7262	1816	1572	41	5910	775	5034		
llama3.1:8b	step_by_step_methodology	test3	30.00	9226	run_0223	2026-05-11 00:25:56	medium	For stores in California with state code CA, what was the average sales amount for each promotion media type in Q3 1997?	true	false	0.00	false	false	true	true	false	false	4	1	4	1	0	1	7292	7292	1823	1578	66	9221	949	8144		
llama3.1:8b	step_by_step_methodology	test4	30.00	6060	run_0224	2026-05-11 00:26:05	medium	What is the total store cost by product family and store city for stores in the USA?	true	false	0.00	false	false	true	true	false	false	3	2	2	1	1	0	7256	7256	1814	1569	43	6055	728	5216		
llama3.1:8b	step_by_step_methodology	test5	45.00	7195	run_0225	2026-05-11 00:26:11	medium	What are the total store sales of low-fat products by month in 1997?	true	false	0.00	false	false	true	true	false	false	0	1	2	1	0	0	7240	7240	1810	1568	52	7190	674	6407		
llama3.1:8b	step_by_step_methodology	test6	60.00	8778	run_0226	2026-05-11 00:26:19	complex	How many units were sold by customer yearly income and gender for married customers with a Golden member card?	true	false	0.00	false	false	false	true	true	false	0	0	0	0	0	1	7282	7282	1821	1571	64	8773	762	7895		
llama3.1:8b	step_by_step_methodology	test7	70.00	7746	run_0227	2026-05-11 00:26:27	complex	What is the average store sales amount by store type for stores that have both a coffee bar and a salad bar in 1998?	true	false	0.00	false	false	true	true	true	false	0	0	0	0	0	2	7288	7288	1822	1578	54	7741	934	6695		
llama3.1:8b	step_by_step_methodology	test8	70.00	8276	run_0228	2026-05-11 00:26:35	complex	What are the total store sales by brand name and product subcategory for customers from Washington, USA, during the first quarter of 1997?	true	false	0.00	false	false	true	true	true	false	0	0	0	1	0	1	7310	7310	1828	1580	59	8271	974	7183		
llama3.1:8b	step_by_step_methodology	test9	15.00	8230	run_0229	2026-05-11 00:26:43	complex	How much food was sold in each store by product department in January 1997?	true	false	0.00	false	false	true	false	false	false	1	2	3	2	2	0	7247	7247	1812	1568	60	8226	697	7418		
llama3.1:8b	step_by_step_methodology	test10	90.00	4349	run_0230	2026-05-11 00:26:52	simple	What are the total store sales across the entire sales cube?	true	false	0.00	false	false	true	true	true	true	0	0	0	0	0	0	7232	7232	1808	1563	30	4344	576	3668		
llama3.1:8b	hybrid_self_check	test1	100.00	46226	run_0231	2026-05-11 00:26:56	simple	What are the total store sales by product category for the year 1997?	true	true	1.00	true	true	true	true	true	true	0	0	0	0	0	0	8412	8412	2103	1797	47	46221	40177	5933		
llama3.1:8b	hybrid_self_check	test2	70.00	9035	run_0232	2026-05-11 00:27:42	medium	How many units were sold by store state and quarter in 1998 for stores located in the USA?	true	false	0.00	true	true	false	true	false	true	0	1	1	0	0	0	8433	8433	2109	1802	59	9030	1407	7511		
llama3.1:8b	hybrid_self_check	test3	65.00	10385	run_0233	2026-05-11 00:27:51	medium	For stores in California with state code CA, what was the average sales amount for each promotion media type in Q3 1997?	true	false	0.00	true	true	true	true	false	false	2	0	2	1	1	0	8463	8463	2116	1808	70	10379	1553	8709		
llama3.1:8b	hybrid_self_check	test4	100.00	8119	run_0234	2026-05-11 00:28:02	medium	What is the total store cost by product family and store city for stores in the USA?	true	true	1.00	true	true	true	true	true	true	0	0	0	0	0	0	8427	8427	2107	1799	53	8114	1354	6632		
llama3.1:8b	hybrid_self_check	test5	55.00	8548	run_0235	2026-05-11 00:28:10	medium	What are the total store sales of low-fat products by month in 1997?	true	false	0.00	true	true	true	true	false	false	0	1	2	1	0	0	8411	8411	2103	1798	57	8539	1279	7144		
llama3.1:8b	hybrid_self_check	test6	70.00	9697	run_0236	2026-05-11 00:28:18	complex	How many units were sold by customer yearly income and gender for married customers with a Golden member card?	true	false	0.00	true	true	false	true	true	false	0	0	0	0	0	1	8453	8453	2114	1801	65	9691	1389	8188		
llama3.1:8b	hybrid_self_check	test7	70.00	9786	run_0237	2026-05-11 00:28:28	complex	What is the average store sales amount by store type for stores that have both a coffee bar and a salad bar in 1998?	true	false	0.00	true	true	true	true	true	false	0	0	0	2	0	1	8459	8459	2115	1808	64	9781	1561	8106		
llama3.1:8b	hybrid_self_check	test8	80.00	10415	run_0238	2026-05-11 00:28:38	complex	What are the total store sales by brand name and product subcategory for customers from Washington, USA, during the first quarter of 1997?	true	false	0.00	true	true	true	true	true	false	0	0	0	1	0	1	8481	8481	2121	1810	69	10410	1568	8706		
llama3.1:8b	hybrid_self_check	test9	40.00	9724	run_0239	2026-05-11 00:28:48	complex	How much food was sold in each store by product department in January 1997?	true	false	0.00	true	true	true	true	false	false	1	2	3	2	2	0	8418	8418	2105	1798	66	9718	1307	8293		
llama3.1:8b	hybrid_self_check	test10	100.00	5056	run_0240	2026-05-11 00:28:58	simple	What are the total store sales across the entire sales cube?	true	true	1.00	true	true	true	true	true	true	0	0	0	0	0	0	8403	8403	2101	1793	31	5051	1195	3762		
